City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Avera,US,33.194,-82.5271,80.11,88,100,8.01,light rain
699,Valdez,EC,1.2492,-78.9831,79.88,79,93,9.01,overcast clouds
700,Cochrane,CA,51.1834,-114.4687,69.39,28,100,11.5,overcast clouds
701,Maldonado,UY,-34.6667,-54.9167,54.79,80,3,6.22,clear sky
702,Gympie,AU,-26.1898,152.665,60.19,97,11,3.53,few clouds
703,Samdari,IN,25.8167,72.5833,84.92,62,0,15.84,clear sky
704,Rabo De Peixe,PT,37.8,-25.5833,62.11,82,20,9.22,few clouds
705,Ca Mau,VN,9.1769,105.15,80.82,81,100,8.88,overcast clouds
706,Isla Mujeres,MX,21.2311,-86.731,86.16,79,100,12.57,overcast clouds
707,Millville,US,39.4021,-75.0393,73.35,69,100,8.05,overcast clouds
708,Owase,JP,34.0667,136.2,68.4,92,100,4.63,overcast clouds
709,Atbasar,KZ,51.8,68.3333,57.02,77,62,21.77,broken clouds
710,Vanderhoof,CA,54.0166,-124.0198,56.07,55,100,2.13,overcast clouds
711,Labuhan,ID,-6.8844,112.2051,77.0,82,100,3.06,overcast clouds
712,Darhan,MN,49.4867,105.9228,53.13,69,98,14.12,overcast clouds
713,Izumo,JP,35.3667,132.7667,66.15,96,81,7.83,broken clouds
714,Merta,IN,26.65,74.0333,86.74,46,0,17.69,clear sky
715,Gornyak,RU,50.9942,81.4661,66.85,61,27,2.48,scattered clouds
